0, 11929
1, 11928
2, 11542
3, 11542
4, 12316
5, 12315
6, 12832
7, 12831
8, 13349
9, 13606
10, 11027
11, 11156
12, 11797
13, 11411
14, 12313
15, 12958
16, 13863
17, 11026
18, 10640
19, 10771
20, 10900
21, 10254
22, 10514
23, 10643
24, 11888
25, 12012
26, 11627
27, 11630
28, 11380
29, 11119
30, 10481
31, 10741
32, 11430
33, 11043
34, 11045
35, 11303
36, 11559
37, 11691
38, 12337
39, 12853
40, 12591
41, 12204
42, 11950
43, 11817
44, 12212
45, 12730
46, 13376
47, 13368
48, 14020
49, 12977
50, 13491
51, 14012
52, 11694
53, 11435
54, 11047
55, 9852
56, 9977
57, 9262
58, 9382
59, 9769
60, 9891
61, 10013
62, 9886
63, 9883
64, 10128
65, 9529
66, 9535
67, 47890
68, 48280
69, 48207
70, 47883
71, 48734
72, 49559
73, 49187
74, 48595
75, 51137
76, 52113
77, 51503
78, 50585
79, 8201
80, 8437
81, 8436
82, 8200
83, 8203
84, 8439
85, 9383
86, 10100
87, 8646
88, 8649
89, 9003
90, 9118
91, 8643
92, 9113
93, 48034
94, 47839
95, 47842
96, 48037
97, 11672
98, 11930
99, 11286
100, 12317
101, 12833
102, 13351
103, 11030
104, 10644
105, 13489
106, 12976
107, 11429
108, 11042
109, 12590
110, 11687
111, 12203
112, 11816
113, 10130
114, 10259
115, 10132
116, 13997
117, 13998
118, 14258
119, 14387
120, 14384
121, 15163
122, 15029
123, 14134
124, 14260
125, 9775
126, 15682
127, 8388
128, 8386
129, 8150
130, 8152
131, 8383
132, 8379
133, 8143
134, 8147
135, 48948
136, 49438
137, 49433
138, 48945
139, 14465
140, 14450
141, 13809
142, 13821
143, 12686
144, 12296
145, 11907
146, 11009
147, 13296
148, 13306
149, 48031
150, 47836
151, 8562
152, 8208
153, 9091
154, 9446
155, 9561
156, 9088
157, 9448
158, 8976
159, 8862
160, 8865
161, 9101
162, 9098
163, 9214
164, 8860
165, 9808
166, 10172
167, 10170
168, 9806
169, 9692
170, 9930
171, 10551
172, 10039
173, 10042
174, 10555
175, 9921
176, 10557
177, 11074
178, 11070
179, 11077
180, 10692
181, 10952
182, 10567
183, 10828
184, 11589
185, 11464
186, 11339
187, 8868
188, 8987
189, 8870
190, 8988
191, 8992
192, 8639
193, 11634
194, 11374
195, 12023
196, 12275
197, 11513
198, 10873
199, 8910
200, 8790
201, 8911
202, 48875
203, 48553
204, 9507
205, 13964
206, 13317
207, 12800
208, 10971
209, 11361
210, 11617
211, 11226
212, 11879
213, 11623
214, 11859
215, 12113
216, 12109
217, 12398
218, 12264
219, 11871
220, 12633
221, 12758
222, 12508
223, 48233
224, 48494
225, 48556
226, 48295
227, 48227
228, 8916
229, 13285
230, 13030
231, 13538
232, 40452
233, 40458
234, 40536
235, 40530
236, 40639
237, 40634
238, 40848
239, 40851
240, 40990
241, 40987
242, 41137
243, 41163
244, 40741
245, 40744
246, 28180
247, 28324
248, 29352
249, 29080
250, 30380
251, 29851
252, 52729
253, 30011
254, 31038
255, 31934
256, 31278
257, 52751
258, 32978
259, 33741
260, 32831
261, 30879
262, 32045
263, 31519
264, 40884
265, 9987
266, 10496
267, 40995
268, 11012
269, 41142
270, 40750
271, 29710
272, 30481
273, 30175
274, 29532
275, 29669
276, 30312
277, 29909
278, 29265
279, 31123
280, 30856
281, 30213
282, 52660
283, 51924
284, 34678
285, 47862
286, 48121
287, 48052
288, 47857
289, 48380
290, 48246
291, 48638
292, 48504
293, 49089
294, 49447
295, 50061
296, 48756
297, 47853
298, 48048
299, 48044
300, 47849
301, 48242
302, 48175
303, 48372
304, 48305
305, 41355
306, 41384
307, 29639
308, 28868
309, 28338
310, 29241
311, 42037
312, 42003
313, 41592
314, 41657
315, 11786
316, 41329
317, 12561
318, 41563
319, 27453
320, 28096
321, 15915
322, 15018
323, 13595
324, 41893
325, 28123
326, 29025
327, 28888
328, 28116
329, 28623
330, 27980
331, 8374
332, 8138
333, 9556
334, 9083
335, 10547
336, 10035
337, 11065
338, 11584
339, 12104
340, 12882
341, 13660
342, 15344
343, 14439
344, 15355
345, 10307
346, 10430
347, 10300
348, 9922
349, 9579
350, 9816
351, 10059
352, 9108
353, 8990
354, 8990
355, 9108
356, 9337
357, 9453
358, 9569
359, 9567
360, 8871
361, 8871
362, 8871
363, 8753
364, 8755
365, 8755
366, 8872
367, 8872
368, 8990
369, 8991
370, 9109
371, 9227
372, 9226
373, 8753
374, 8871
375, 8635
376, 8520
377, 14654
378, 15038
379, 14388
380, 15687
381, 14258
382, 14662
383, 15305
384, 16258
385, 16118
386, 51009
387, 14868
388, 15239
389, 32609
390, 33251
391, 33115
392, 32600
393, 29806
394, 30578
395, 10126
396, 10383
397, 10528
398, 10656
399, 9880
400, 10516
401, 10654
402, 10391
403, 10267
404, 10659
405, 10269
406, 10271
407, 8624
408, 8622
409, 8734
410, 8737
411, 8629
412, 8632
413, 8626
414, 8390
415, 8729
416, 8154
417, 8156
418, 8159
419, 8395
420, 8392
421, 8407
422, 8410
423, 8171
424, 8174
425, 8404
426, 8168
427, 8402
428, 8166
429, 8162
430, 8398
431, 8412
432, 8177
433, 8178
434, 9633
435, 8343
436, 8106
437, 8118
438, 8355
439, 8700
440, 8711
441, 9057
442, 9066
443, 8095
444, 8451
445, 8924
446, 9168
447, 10030
448, 10543
449, 10538
450, 10148
451, 11061
452, 11056
453, 11445
454, 11580
455, 11963
456, 12099
457, 12611
458, 12747
459, 13259
460, 13524
461, 14301
462, 14034
463, 8367
464, 8131
465, 9551
466, 9195
467, 15205
468, 14938
469, 28026
470, 27757
471, 15979
472, 15711
473, 27618
474, 9664
475, 8722
476, 33259
477, 32488
478, 34981
479, 34786
480, 34685
481, 34691
482, 32895
483, 33017
484, 32376
485, 32384
486, 33903
487, 33786
488, 31735
489, 31876
490, 34577
491, 34577
492, 33138
493, 32368
494, 31726
495, 34015
496, 34008
497, 34354
498, 33881
499, 11480
500, 10314
501, 12783
502, 12790
503, 11774
504, 10877
505, 8559
506, 8205
507, 10104
508, 9504
509, 12412
510, 11734
511, 12254
512, 8913
513, 12647
514, 11343
515, 11089
516, 10577
517, 10449
518, 8872
519, 9708
520, 9585
521, 9464
522, 9711
523, 9463
524, 9343
525, 8989
526, 8989
527, 9223
528, 8989
529, 9342
530, 8754
531, 8872
532, 8637
533, 8518
534, 8400
535, 8164
536, 8990
537, 9225
538, 9107
539, 9108
540, 47870
541, 48194
542, 48518
543, 48906
544, 16142
545, 49991
546, 50749
547, 16159
548, 51887
549, 28037
550, 28262
551, 28530
552, 28939
553, 28669
554, 29034
555, 29570
556, 29302
557, 30074
558, 30717
559, 31957
560, 31967
561, 42449
562, 42453
563, 30927
564, 30938
565, 40549
566, 40540
567, 40436
568, 40444
569, 40841
570, 40861
571, 40751
572, 40733
573, 42510
574, 42059
575, 42067
576, 41156
577, 41180
578, 41002
579, 40980
580, 41409
581, 41435
582, 41712
583, 41683
584, 40645
585, 40626
586, 31846
587, 31074
588, 35154
589, 34767
590, 32409
591, 31765
592, 32160
593, 32674
594, 32015
595, 31499
596, 31232
597, 33724
598, 32685
599, 31221
600, 31083
601, 11277
602, 11792
603, 14376
604, 13341
605, 12437
606, 10762
607, 10248
608, 9300
609, 9293
610, 15674
611, 12994
612, 13769
613, 11051
614, 11439
615, 11828
616, 12347
617, 27335
618, 27470
619, 16085
620, 15185
621, 14413
622, 10662
623, 9525
624, 10274
625, 9778
626, 9876
627, 33326
628, 34540
629, 51453
630, 52042
631, 51061
632, 50446
633, 48236
634, 48432
635, 50345
636, 49846
637, 47845
638, 48041
639, 35435
640, 49028
641, 48762
642, 48565
643, 52788
644, 49384
645, 35771
646, 35843
647, 36494
648, 36919
649, 4917
650, 4401
651, 4402
652, 4789
653, 4014
654, 4015
655, 3628
656, 3628
657, 2856
658, 3114
659, 5177
660, 5305
661, 4916
662, 4400
663, 4012
664, 3497
665, 2596
666, 5304
667, 5692
668, 5564
669, 5565
670, 6206
671, 5952
672, 5824
673, 4618
674, 5005
675, 4873
676, 4484
677, 6178
678, 5528
679, 5273
680, 5924
681, 5323
682, 5322
683, 4934
684, 4937
685, 4676
686, 4679
687, 3906
688, 4031
689, 3772
690, 3519
691, 4292
692, 4418
693, 3653
694, 4167
695, 3009
696, 3002
697, 2364
698, 3385
699, 2997
700, 2356
701, 4553
702, 4939
703, 5325
704, 6550
705, 6666
706, 7140
707, 7257
708, 6586
709, 6465
710, 6344
711, 6346
712, 6581
713, 6461
714, 6822
715, 6816
716, 47623
717, 47565
718, 46633
719, 46284
720, 47109
721, 47231
722, 44670
723, 45292
724, 44466
725, 43779
726, 7964
727, 7966
728, 7967
729, 6432
730, 7142
731, 7351
732, 7823
733, 7702
734, 7348
735, 7580
736, 7225
737, 47709
738, 47712
739, 4403
740, 4790
741, 5177
742, 4016
743, 3629
744, 3115
745, 5437
746, 5696
747, 3385
748, 2995
749, 4934
750, 5321
751, 3772
752, 4675
753, 4158
754, 4417
755, 6341
756, 6212
757, 6219
758, 2471
759, 2089
760, 2088
761, 2473
762, 1956
763, 1445
764, 1439
765, 2479
766, 2607
767, 6470
768, 801
769, 7914
770, 7916
771, 7907
772, 7911
773, 46868
774, 46864
775, 46380
776, 46385
777, 2670
778, 2020
779, 2036
780, 2682
781, 3998
782, 4382
783, 5546
784, 4638
785, 3189
786, 3328
787, 47706
788, 7972
789, 7203
790, 7200
791, 6847
792, 6850
793, 6970
794, 7324
795, 7446
796, 7210
797, 7213
798, 7449
799, 7444
800, 7090
801, 6502
802, 6500
803, 6253
804, 6128
805, 6383
806, 6624
807, 6372
808, 6369
809, 5861
810, 5864
811, 5867
812, 6374
813, 5347
814, 5222
815, 5226
816, 5359
817, 5614
818, 5492
819, 5747
820, 4706
821, 4838
822, 4971
823, 7335
824, 7452
825, 7454
826, 7336
827, 7695
828, 7340
829, 5136
830, 4880
831, 4231
832, 4496
833, 5148
834, 5797
835, 7610
836, 7612
837, 7613
838, 46861
839, 47188
840, 7029
841, 2567
842, 3340
843, 3725
844, 5506
845, 5245
846, 4862
847, 5122
848, 4868
849, 4608
850, 4326
851, 4460
852, 4193
853, 4096
854, 4220
855, 4472
856, 3553
857, 3686
858, 3948
859, 47453
860, 47450
861, 47191
862, 47259
863, 47447
864, 7501
865, 3309
866, 3048
867, 2785
868, 40379
869, 40374
870, 40301
871, 40296
872, 39946
873, 40058
874, 40054
875, 39914
876, 39773
877, 39739
878, 40194
879, 40190
880, 25484
881, 26392
882, 26633
883, 25728
884, 24448
885, 24822
886, 43139
887, 24725
888, 23687
889, 22778
890, 23539
891, 43161
892, 21886
893, 21102
894, 21996
895, 22758
896, 23914
897, 23264
898, 40062
899, 39950
900, 5806
901, 6191
902, 5290
903, 39808
904, 40172
905, 25067
906, 24290
907, 25025
908, 25146
909, 24500
910, 24378
911, 25525
912, 24749
913, 23641
914, 24537
915, 23890
916, 43176
917, 43998
918, 20139
919, 47727
920, 47666
921, 47531
922, 47405
923, 47270
924, 47144
925, 45776
926, 46394
927, 46741
928, 47001
929, 47719
930, 47723
931, 47525
932, 47528
933, 47460
934, 47397
935, 39519
936, 39588
937, 25125
938, 25902
939, 26403
940, 38960
941, 38833
942, 25372
943, 39325
944, 39249
945, 39626
946, 4517
947, 39399
948, 3744
949, 520
950, 26549
951, 36
